year,date,month,arrest_type,offense,age,age_group,sex,race,weapon,offense_group,race_new
2021,2021-10-20,Oct,On View,Assault or Intimidation,57,50 or above,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-20,Oct,On View,Property Destruction,62,50 or above,Male,Black or African American,Weapon with a blade,Property Crimes,Black or African American
2021,2021-10-20,Oct,Summoned/Cited,Property Destruction,18,Under 20,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-20,Oct,On View,Assault or Intimidation,16,Under 20,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-24,Oct,Summoned/Cited,Assault or Intimidation,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-20,Oct,On View,"Theft, Auto-theft, and Larceny",30,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-21,Oct,On View,Aggravated Assault,50,50 or above,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-10-27,Oct,Custodied,Robbery,19,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-21,Oct,On View,Aggravated Assault,39,30-39,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-07,Nov,Summoned/Cited,"Theft, Auto-theft, and Larceny",36,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-21,Oct,On View,Aggravated Assault,25,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-21,Oct,On View,Assault or Intimidation,40,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-22,Oct,On View,Assault or Intimidation,44,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-22,Oct,On View,Burglary or Trespassing,39,30-39,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-23,Oct,On View,Property Destruction,35,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-23,Oct,On View,Assault or Intimidation,47,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-23,Oct,On View,Assault or Intimidation,58,50 or above,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-23,Oct,On View,Aggravated Assault,38,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-09,Dec,Custodied,Property Destruction,30,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-24,Oct,On View,Assault or Intimidation,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-24,Oct,On View,Assault or Intimidation,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-25,Oct,On View,Drug-related,52,50 or above,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2022-01-06,Jan,Custodied,Aggravated Assault,35,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-25,Oct,On View,Property Destruction,42,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-25,Oct,On View,Assault or Intimidation,63,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-25,Oct,On View,Assault or Intimidation,21,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-25,Oct,On View,Assault or Intimidation,45,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-26,Oct,On View,"Theft, Auto-theft, and Larceny",60,50 or above,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-26,Oct,On View,Property Destruction,59,50 or above,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-27,Oct,Custodied,Robbery,19,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-26,Oct,On View,Aggravated Assault,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-27,Oct,On View,Aggravated Assault,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-28,Oct,On View,Assault or Intimidation,44,40-49,Female,White,Unarmed,Violent Crimes,White
2021,2021-10-28,Oct,On View,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-28,Oct,On View,Assault or Intimidation,25,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-28,Oct,On View,Assault or Intimidation,21,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-29,Oct,On View,Assault or Intimidation,33,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-29,Oct,On View,Crime against sociey,16,Under 20,Male,Black or African American,Unarmed,Crime Against Society,Black or African American
2021,2021-10-29,Oct,On View,Assault or Intimidation,18,Under 20,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-30,Oct,On View,Assault or Intimidation,27,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-02-22,Feb,Custodied,Robbery,27,20-29,Male,White,Unarmed,Violent Crimes,White
2021,2022-02-15,Feb,Custodied,Assault or Intimidation,29,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-31,Oct,On View,Assault or Intimidation,22,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-31,Oct,On View,Crime against sociey,32,30-39,Male,Black or African American,Weapon with a blade,Crime Against Society,Black or African American
2021,2022-02-15,Feb,Custodied,Robbery,29,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-31,Oct,On View,Robbery,21,20-29,Male,White,Unarmed,Violent Crimes,White
2021,2021-10-31,Oct,On View,Robbery,21,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-31,Oct,On View,Robbery,21,20-29,Male,White,Unarmed,Violent Crimes,White
2021,2021-10-31,Oct,On View,Robbery,22,20-29,Male,White,Unarmed,Violent Crimes,White
2021,2021-10-31,Oct,On View,Robbery,21,20-29,Male,White,Firearm-involved,Violent Crimes,White
2021,2021-10-31,Oct,On View,Robbery,19,Under 20,Male,White,Unarmed,Violent Crimes,White
2021,2021-10-31,Oct,On View,Robbery,18,Under 20,Male,White,Unarmed,Violent Crimes,White
2021,2021-10-31,Oct,On View,Robbery,19,Under 20,Male,White,Unarmed,Violent Crimes,White
2021,2021-10-31,Oct,On View,Robbery,20,20-29,Male,White,Unarmed,Violent Crimes,White
2021,2021-10-31,Oct,On View,Crime against sociey,19,Under 20,Male,White,Weapon with a blade,Crime Against Society,White
2021,2021-12-01,Dec,Custodied,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-02,Nov,Custodied,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-03,Nov,On View,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-02,Nov,On View,Assault or Intimidation,46,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-03,Nov,On View,Aggravated Assault,62,50 or above,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-03,Nov,On View,Assault or Intimidation,64,50 or above,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-04,Nov,On View,Assault or Intimidation,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-04,Nov,On View,Assault or Intimidation,41,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-05,Nov,Custodied,"Theft, Auto-theft, and Larceny",41,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-05,Nov,On View,Aggravated Assault,72,50 or above,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-06,Nov,On View,Crime against sociey,27,20-29,Male,Black or African American,Weapon with a blade,Crime Against Society,Black or African American
2021,2021-11-06,Nov,On View,"Theft, Auto-theft, and Larceny",40,40-49,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-06,Nov,On View,Aggravated Assault,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-06,Nov,On View,Aggravated Assault,20,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Robbery,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-07,Nov,On View,Robbery,16,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-08,Nov,On View,Robbery,19,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,Sexual Assault or Rape,46,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-09,Nov,On View,Assault or Intimidation,35,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,35,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,25,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-10,Nov,On View,"Theft, Auto-theft, and Larceny",18,Under 20,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-10,Nov,On View,Assault or Intimidation,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-11,Nov,On View,Assault or Intimidation,36,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-01-20,Jan,Custodied,"Theft, Auto-theft, and Larceny",21,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-12,Nov,On View,Assault or Intimidation,23,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Aggravated Assault,30,30-39,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-12,Nov,On View,Aggravated Assault,23,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-13,Nov,On View,Crime against sociey,23,20-29,Male,Black or African American,Weapon with a blade,Crime Against Society,Black or African American
2021,2021-11-13,Nov,On View,Assault or Intimidation,20,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,Custodied,Aggravated Assault,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Robbery,20,20-29,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-15,Nov,On View,Robbery,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,62,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,29,20-29,Female,White,Unarmed,Violent Crimes,White
2021,2021-11-17,Nov,On View,Property Destruction,40,40-49,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-20,Nov,Summoned/Cited,Property Destruction,34,30-39,Male,Asian,Unarmed,Property Crimes,Other races
2021,2022-01-04,Jan,Custodied,Robbery,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-17,Nov,On View,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-18,Nov,On View,Sexual Assault or Rape,47,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Property Destruction,32,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,45,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Drug-related,29,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
